4016580260870063|05|2025|266
4016580218673247|05|2025|377
4016580278221887|05|2025|046
4016580282751853|05|2025|773
4016580245155705|05|2025|300
4016580284847576|05|2025|786
4016580227533507|05|2025|832
4016580270231108|05|2025|661
4016580223776225|05|2025|803
4016580226628530|05|2025|076
4016580237745208|05|2025|428
4016580223663035|05|2025|274
4016580222451283|05|2025|583
4016580225566764|05|2025|012
4016580227213175|05|2025|181
4016580202672106|05|2025|654
4016580225420640|05|2025|774
4016580260542563|05|2025|682
4016580253704600|05|2025|762
4016580277041856|05|2025|681
4016580252835470|05|2025|817
4016580224055066|05|2025|372
4016580214444866|05|2025|703
4016580265282777|05|2025|617
4016580227617136|05|2025|682
4016580246470368|05|2025|472
4016580255472164|05|2025|634
4016580217552442|05|2025|632
4016580284644502|05|2025|105
4016580270604544|05|2025|314
4016580233226807|05|2025|161
4016580286583658|05|2025|736
4016580230850302|05|2025|688
4016580217824676|05|2025|443
4016580218677867|05|2025|132
4016580250065260|05|2025|832
4016580201236820|05|2025|461
4016580287223825|05|2025|461
4016580283635717|05|2025|486
4016580265822317|05|2025|028
4016580204605104|05|2025|267
4016580223333852|05|2025|786
4016580246471184|05|2025|068
4016580218647845|05|2025|338
4016580232840368|05|2025|718
4016580203404467|05|2025|740
4016580266244602|05|2025|501
4016580208767744|05|2025|356
4016580242608474|05|2025|465
4016580206210010|05|2025|327
4016580265127006|05|2025|067
4016580263136868|05|2025|557
4016580208768528|05|2025|012
4016580217583827|05|2025|364
4016580260608323|05|2025|756
4016580207017141|05|2025|665
4016580284771602|05|2025|370
4016580236870502|05|2025|757
4016580202142472|05|2025|442
4016580283128374|05|2025|686
4016580281111273|05|2025|006
4016580204551845|05|2025|725
4016580282334171|05|2025|366
4016580256336772|05|2025|240
4016580245771402|05|2025|000
4016580224561675|05|2025|414
4016580200252083|05|2025|183
4016580277238361|05|2025|241
4016580274566806|05|2025|687
4016580271751526|05|2025|746
4016580272715355|05|2025|281
4016580286783530|05|2025|306
4016580258830350|05|2025|384
4016580268387466|05|2025|152
4016580204601665|05|2025|146
4016580210653346|05|2025|067
4016580233256176|05|2025|711
4016580283810484|05|2025|861
4016580262476430|05|2025|354
4016580280745360|05|2025|838
4016580217328280|05|2025|117
4016580266636088|05|2025|105
4016580204756733|05|2025|156
4016580262028702|05|2025|280
4016580222852134|05|2025|083
4016580234424732|05|2025|761
4016580253532746|05|2025|778
4016580206085628|05|2025|538
4016580203268243|05|2025|584
4016580218824022|05|2025|768
4016580207030524|05|2025|246
4016580227614174|05|2025|866
4016580256505426|05|2025|663
4016580207870705|05|2025|438
4016580265757448|05|2025|810
4016580271535465|05|2025|801
4016580248620200|05|2025|381
4016580266641187|05|2025|065
4016580218671613|05|2025|121
4016580244318841|05|2025|147
4016580262224483|05|2025|544
4016580271503562|05|2025|006
4016580287512821|05|2025|210
4016580230725702|05|2025|811
4016580273012273|05|2025|570
4016580227337032|05|2025|558
4016580228543414|05|2025|614
4016580204266048|05|2025|827
4016580216405345|05|2025|736
4016580256108304|05|2025|333
4016580222641438|05|2025|517
4016580201680258|05|2025|850
4016580283822612|05|2025|720
4016580263020310|05|2025|846
4016580217131072|05|2025|020
4016580246822246|05|2025|857
4016580210861360|05|2025|044
4016580203328336|05|2025|626
4016580262541860|05|2025|277
4016580286213702|05|2025|705
4016580267080484|05|2025|172
4016580223870358|05|2025|238
4016580207534723|05|2025|701
4016580258800221|05|2025|626
4016580271273224|05|2025|687
4016580265178082|05|2025|473
4016580274574875|05|2025|831
4016580251246570|05|2025|783
4016580230482080|05|2025|145
4016580212787167|05|2025|350
4016580261371616|05|2025|542
4016580215748257|05|2025|108
4016580200554173|05|2025|654
4016580247331254|05|2025|323
4016580260117648|05|2025|143
4016580267362056|05|2025|701
4016580288405876|05|2025|614
4016580256463717|05|2025|458
4016580286063032|05|2025|023
4016580207226577|05|2025|177
4016580274531867|05|2025|017
4016580227364135|05|2025|581
4016580232754031|05|2025|442
4016580228072265|05|2025|823
4016580284680233|05|2025|837
4016580262577385|05|2025|786
4016580267377716|05|2025|670
4016580261745702|05|2025|758
4016580271440625|05|2025|770
4016580274348825|05|2025|314
4016580208776562|05|2025|754
